2023-09-13,deposit,9181,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-14,deposit,6821,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-15,bill,6617.73,Nómina quincenal,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-15,deposit,7957,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-16,purchase,4653,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-16,deposit,5835,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-17,deposit,3811,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-18,purchase,5460,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-18,deposit,7468,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-19,deposit,4193,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-20,bill,1094.01,Luz,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-20,deposit,3682,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-21,deposit,11077,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-22,purchase,5832,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-22,deposit,12051,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-23,deposit,10956,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-24,deposit,3069,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-25,deposit,8387,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-26,deposit,4508,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-27,deposit,3823,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-28,purchase,3881,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-28,deposit,4837,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-29,deposit,10656,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-30,bill,6936.54,Nómina quincenal,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-30,purchase,7972,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-09-30,deposit,11795,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-01,bill,5875.28,Renta,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-01,deposit,7581,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-02,purchase,4781,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-02,deposit,6059,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-03,deposit,3996,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-04,purchase,6521,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-04,deposit,6946,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-05,deposit,7470,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-06,purchase,7902,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-06,deposit,10134,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-07,deposit,12025,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-08,deposit,5096,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-09,purchase,4987,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-09,deposit,7403,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-10,deposit,5658,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-11,purchase,6177,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-11,deposit,4918,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-12,deposit,4544,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-13,purchase,3195,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-13,deposit,7824,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-14,deposit,5021,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-15,bill,5596.58,Nómina quincenal,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-15,purchase,5029,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-15,deposit,7441,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-16,deposit,7014,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-17,purchase,6536,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-17,deposit,7634,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-18,deposit,8103,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-19,deposit,10703,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-20,bill,1292.53,Luz,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-20,purchase,4115,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-20,deposit,9890,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-21,deposit,7143,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-22,purchase,7982,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-22,deposit,6300,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-23,deposit,8261,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-24,deposit,3257,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-25,purchase,3587,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-25,deposit,10308,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-26,deposit,5605,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-27,deposit,6199,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-28,purchase,6343,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-28,deposit,8086,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-29,deposit,6489,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-30,purchase,5629,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-30,deposit,5970,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-31,bill,4973.55,Nómina quincenal,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-10-31,deposit,6703,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-01,bill,5911.75,Renta,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-01,deposit,8618,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-02,purchase,7559,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-02,deposit,8618,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-03,deposit,13251,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-04,purchase,4716,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-04,deposit,10830,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-05,deposit,7501,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-06,purchase,5500,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-06,deposit,6947,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-07,deposit,3612,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-08,purchase,3493,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-08,deposit,3525,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-09,deposit,6296,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-10,purchase,5321,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-10,deposit,13111,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-11,deposit,5604,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-12,purchase,5888,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-12,deposit,5697,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-13,deposit,3321,Ventas del día,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
2023-11-14,purchase,6582,Reposición de inventario,7c1cc3fa-ec46-4016-8694-7ea09e5e16db
